Team + Rank,Minutes Rank,Player,Class,Pos,School,Conf,G,MP,Totals FG,Totals FGA,Totals 2P,Totals 2PA,Totals 3P,Totals 3PA,Totals FT,Totals FTA,Totals ORB,Totals DRB,Totals TRB,Totals AST,Totals STL,Totals BLK,Totals TOV,Totals PF,Totals PTS
Arkansas-Little Rock6,6,Mareik Isom,JR,F,Arkansas-Little Rock,Sun Belt,32,611,64,148,23,51,41,97,29,37,23,64,87,13,11,16,14,86,198
Arkansas-Little Rock7,7,Kemy Osse,JR,G,Arkansas-Little Rock,Sun Belt,33,528,58,158,17,52,41,106,11,18,12,53,65,27,32,7,14,37,168
Arkansas-Little Rock8,8,Jalen Jackson,JR,G,Arkansas-Little Rock,Sun Belt,31,485,111,221,105,206,6,15,48,66,26,40,66,22,17,9,45,50,276
Arkansas-Little Rock9,9,Maurius Hill,JR,F,Arkansas-Little Rock,Sun Belt,33,439,41,95,35,80,6,15,20,26,31,68,99,12,14,5,33,32,108
Arkansas-Little Rock10,10,Stetson Billings,JR,F,Arkansas-Little Rock,Sun Belt,28,219,7,30,6,25,1,5,3,6,11,20,31,10,5,5,8,34,18
Arkansas-Little Rock11,11,Daniel Green,SR,F,Arkansas-Little Rock,Sun Belt,20,138,9,23,9,21,0,2,6,11,12,21,33,2,3,7,7,28,24
Arkansas-Little Rock12,12,Deondre Burns,FR,G,Arkansas-Little Rock,Sun Belt,17,93,9,24,8,14,1,10,10,10,0,10,10,3,6,1,5,7,29
Arkansas-Little Rock13,13,Ben Marcus,FR,G,Arkansas-Little Rock,Sun Belt,9,16,4,6,4,6,0,0,0,0,0,2,2,0,1,2,1,1,8
Arkansas-Little Rock14,14,Evan Moorman,JR,G,Arkansas-Little Rock,Sun Belt,3,12,2,6,0,0,2,6,0,0,0,0,0,1,0,0,0,0,6
Arkansas-Pine Bluff1,1,Ghiavonni Robinson,JR,G,Arkansas-Pine Bluff,SWAC,33,1044,126,383,64,154,62,229,52,83,23,83,106,67,46,3,82,75,366
Arkansas-Pine Bluff2,2,Jovaughn Love,SR,F,Arkansas-Pine Bluff,SWAC,33,900,105,307,80,212,25,95,62,95,28,114,142,35,20,13,52,67,297
Arkansas-Pine Bluff3,3,Trent Whiting,SR,F,Arkansas-Pine Bluff,SWAC,33,696,66,146,55,109,11,37,29,46,32,59,91,51,23,16,45,53,172
Arkansas-Pine Bluff4,4,Marcus Wallace,FR,G,Arkansas-Pine Bluff,SWAC,31,664,48,129,25,55,23,74,22,31,17,31,48,24,24,0,47,35,141
Arkansas-Pine Bluff5,5,Charles Jackson,FR,G,Arkansas-Pine Bluff,SWAC,33,586,71,168,36,64,35,104,29,43,20,38,58,32,22,5,56,85,206
Arkansas-Pine Bluff6,6,Marquis Cunningham,JR,C,Arkansas-Pine Bluff,SWAC,33,507,74,156,74,154,0,2,49,76,33,71,104,19,15,34,36,95,197
Arkansas-Pine Bluff7,7,Devin Berry,JR,F,Arkansas-Pine Bluff,SWAC,28,365,34,79,34,79,0,0,27,53,44,44,88,13,9,11,37,74,95
Arkansas-Pine Bluff8,8,Thaddeus Handley,SR,F,Arkansas-Pine Bluff,SWAC,22,334,50,112,38,80,12,32,13,21,18,51,69,8,17,3,34,37,125
Arkansas-Pine Bluff9,9,Chauncy Parker,SR,C,Arkansas-Pine Bluff,SWAC,32,277,12,19,12,19,0,0,4,12,11,26,37,16,8,24,23,67,28
Arkansas-Pine Bluff10,10,Austin Cox,SO,G,Arkansas-Pine Bluff,SWAC,28,275,22,46,14,26,8,20,6,11,12,38,50,9,15,2,18,22,58
Arkansas-Pine Bluff11,11,Deshon Bayless,JR,F,Arkansas-Pine Bluff,SWAC,15,273,25,70,17,47,8,23,14,24,9,21,30,9,12,0,14,48,72
Arkansas-Pine Bluff12,12,Jaquan Lynch,JR,G,Arkansas-Pine Bluff,SWAC,17,269,24,68,7,23,17,45,9,10,7,16,23,18,11,0,15,9,74
Arkansas-Pine Bluff13,13,J'Breun Sprinkle,FR,G,Arkansas-Pine Bluff,SWAC,18,191,8,14,7,12,1,2,1,4,5,6,11,9,10,0,16,11,18
Arkansas-Pine Bluff14,14,David Tillman,JR,C,Arkansas-Pine Bluff,SWAC,24,144,6,14,6,14,0,0,0,7,3,7,10,4,1,12,9,28,12
Arkansas-Pine Bluff15,15,Larry Johnson,SR,G,Arkansas-Pine Bluff,SWAC,25,99,3,11,3,8,0,3,0,3,4,4,8,3,2,0,12,17,6
Army1,1,Kyle Wilson,SR,F,Army,Patriot,32,1039,172,455,73,164,99,291,70,86,10,63,73,53,12,9,57,56,513
Army2,2,Tanner Plomb,SR,F,Army,Patriot,27,845,182,427,106,211,76,216,95,129,17,142,159,42,25,7,47,46,535
Army3,3,Dylan Cox,SR,G,Army,Patriot,30,837,90,178,85,161,5,17,58,85,37,96,133,143,23,15,73,71,243
Army4,4,Larry Toomey,SR,F,Army,Patriot,32,793,59,154,36,83,23,71,47,65,43,140,183,68,14,10,35,75,188
Army5,5,Kevin Ferguson,SR,C,Army,Patriot,28,774,150,242,150,242,0,0,72,104,110,161,271,31,14,43,53,83,372
Army6,6,Kennedy Edwards,JR,F,Army,Patriot,30,432,54,133,41,86,13,47,20,37,40,61,101,17,16,12,24,50,141
Army7,7,Jordan Fox,FR,G,Army,Patriot,32,389,30,72,23,48,7,24,17,21,7,28,35,71,15,2,38,45,84
Army8,8,John Emezie,FR,G,Army,Patriot,32,372,33,86,25,54,8,32,26,48,15,22,37,20,5,8,29,53,100
Army9,9,Mac Hoffman,JR,F,Army,Patriot,25,295,13,32,12,29,1,3,11,16,24,45,69,13,5,4,13,50,38
Army10,10,Adam Roe,FR,F,Army,Patriot,32,292,34,97,9,30,25,67,13,21,16,23,39,11,8,2,14,31,106
Army11,11,Luke Morrison,SO,F,Army,Patriot,20,205,34,94,16,44,18,50,7,7,20,21,41,5,12,0,18,29,93
Army12,12,Scott Mammel,JR,G,Army,Patriot,12,70,4,14,3,8,1,6,6,6,2,7,9,9,2,0,6,7,15
Army13,13,Nathan Dodge,SO,G,Army,Patriot,8,57,8,18,1,3,7,15,1,1,0,4,4,1,3,0,3,5,24
Army14,14,Cayne Edwards,FR,G,Army,Patriot,8,40,3,6,2,3,1,3,5,8,2,10,12,3,1,1,4,4,12
Army15,15,John Miller,FR,C,Army,Patriot,5,21,1,2,1,2,0,0,0,4,2,3,5,0,2,1,0,1,2
Army16,16,Maxwell Lenox,SR,G,Army,Patriot,3,10,3,4,3,3,0,1,0,3,0,7,7,0,1,2,0,0,6
Auburn1,1,Tyler Harris,SR,F,Auburn,SEC,30,855,141,312,132,276,9,36,127,194,84,146,230,40,21,14,76,99,418
Auburn2,2,Cinmeon Bowers,SR,F,Auburn,SEC,30,854,104,282,89,221,15,61,92,170,64,225,289,47,29,13,88,70,315
Auburn3,3,TJ Lang,SO,G,Auburn,SEC,31,772,64,151,16,32,48,119,43,63,19,46,65,20,16,1,20,73,219
Auburn4,4,Bryce Brown,FR,G,Auburn,SEC,30,742,93,274,15,63,78,211,38,46,15,40,55,20,11,0,31,73,302
Auburn5,5,Kareem Canty,JR,G,Auburn,SEC,21,721,126,314,57,123,69,191,63,85,5,57,62,111,16,0,62,40,384
Auburn6,6,Jordon Granger,SR,F,Auburn,SEC,31,666,49,112,22,29,27,83,22,34,13,57,70,18,18,15,14,60,147
Auburn7,7,Horace Spencer,FR,F,Auburn,SEC,31,562,63,150,63,149,0,1,33,68,65,88,153,15,14,65,43,115,159
Auburn8,8,T.J. Dunans,JR,G,Auburn,SEC,16,470,65,141,51,99,14,42,41,59,10,30,40,54,25,17,49,53,185
Auburn9,9,Devin Waddell,JR,F,Auburn,SEC,26,170,2,14,1,4,1,10,1,2,3,7,10,3,6,0,10,30,6
Auburn10,10,Patrick Keim,SO,G,Auburn,SEC,23,150,2,14,0,3,2,11,4,9,2,10,12,5,4,0,10,19,10
Auburn11,11,New Williams,FR,G,Auburn,SEC,21,134,6,26,2,8,4,18,2,8,4,13,17,5,3,1,6,17,18
Auburn12,12,Tahj Shamsid-Deen,JR,G,Auburn,SEC,5,58,5,17,3,9,2,8,1,3,0,6,6,8,3,0,2,2,13
Auburn13,13,Jonathan Walker,SR,G,Auburn,SEC,10,19,2,6,0,1,2,5,0,0,1,2,3,0,0,0,0,0,6
Auburn14,14,Cole Stockton,SR,G,Auburn,SEC,8,14,1,5,0,2,1,3,2,2,1,1,2,2,0,0,0,1,5
Auburn15,15,Cole Blackstock,FR,F,Auburn,SEC,5,9,1,1,1,1,0,0,3,3,0,0,0,0,0,0,0,2,5
Austin Peay1,1,Josh Robinson,SO,G,Austin Peay,OVC,35,1191,178,446,109,241,69,205,159,191,14,97,111,91,35,0,95,47,584
Austin Peay2,2,Chris Horton,SR,C,Austin Peay,OVC,35,1177,243,402,243,402,0,0,176,281,173,248,421,54,47,63,97,72,662
Austin Peay3,3,Khalil Davis,SR,G,Austin Peay,OVC,35,1096,130,304,96,187,34,117,97,145,47,92,139,97,40,12,91,96,391
Austin Peay4,4,Kenny Jones,JR,F,Austin Peay,OVC,35,840,118,223,114,212,4,11,38,91,51,136,187,45,28,17,55,85,278
Austin Peay5,5,Jared Savage,FR,G,Austin Peay,OVC,35,681,74,172,22,44,52,128,27,33,19,85,104,29,24,1,18,54,227
Austin Peay6,6,Terrell Thompson,JR,G,Austin Peay,OVC,24,557,29,90,23,69,6,21,22,34,9,32,41,55,18,2,39,58,86
Austin Peay7,7,Zach Glotta,FR,G,Austin Peay,OVC,32,485,34,85,7,13,27,72,7,9,4,30,34,39,16,0,23,51,102
Austin Peay8,8,Chris Porter-Bunton,FR,G,Austin Peay,OVC,35,436,53,103,40,77,13,26,28,40,23,44,67,20,14,3,18,76,147
Austin Peay9,9,John Murry,JR,G,Austin Peay,OVC,26,275,40,89,28,52,12,37,37,50,8,35,43,9,8,0,23,22,129
Austin Peay10,10,Tre' Ivory,SO,G,Austin Peay,OVC,29,202,6,18,6,14,0,4,9,18,1,13,14,22,8,0,14,25,21
Austin Peay11,11,Assane Diop,JR,F,Austin Peay,OVC,20,96,8,26,7,25,1,1,0,0,6,15,21,11,1,2,9,20,17
Austin Peay12,12,Steve Harris,FR,G,Austin Peay,OVC,11,34,7,15,6,13,1,2,1,5,6,4,10,0,2,1,1,3,16
Ball State1,1,Francis Kiapway,SO,G,Ball State,MAC,32,871,90,205,21,43,69,162,36,51,2,40,42,49,19,3,36,49,285
Ball State2,2,Bo Calhoun,SR,F,Ball State,MAC,32,862,133,288,100,195,33,93,48,62,77,200,277,38,28,19,61,78,347
Ball State3,3,Ryan Weber,SR,G,Ball State,MAC,30,855,95,224,34,68,61,156,62,77,24,107,131,49,11,6,46,52,313
Ball State4,4,Franko House,JR,F,Ball State,MAC,32,853,142,253,139,239,3,14,113,160,74,103,177,66,21,19,58,101,400
Ball State5,5,Jeremie Tyler,SO,G,Ball State,MAC,32,702,98,260,47,116,51,144,27,37,2,44,46,31,22,11,23,55,274
Ball State6,6,Naiel Smith,JR,G,Ball State,MAC,32,586,34,98,23,61,11,37,11,24,5,75,80,86,35,4,53,73,90
Ball State7,7,Trey Moses,FR,F,Ball State,MAC,32,581,61,128,59,121,2,7,41,82,47,79,126,54,9,31,39,88,165
Ball State8,8,Sean Sellers,SO,F,Ball State,MAC,30,519,59,133,25,51,34,82,28,39,20,62,82,32,12,7,22,35,180
Ball State9,9,Jeremiah Davis,SR,G,Ball State,MAC,22,388,44,105,35,69,9,36,41,53,1,60,61,55,11,10,47,35,138
Ball State10,10,Nate Wells,SR,C,Ball State,MAC,28,216,17,38,17,38,0,0,11,21,6,32,38,8,5,9,13,36,45
Ball State11,11,Bik Gill,SR,F,Ball State,MAC,5,26,3,3,1,1,2,2,3,4,1,6,7,1,2,1,2,3,11
Ball State12,12,Kaleb Mallory,JR,G,Ball State,MAC,4,10,1,2,1,1,0,1,1,2,0,1,1,2,1,0,2,0,3
Baylor1,1,Lester Medford,SR,G,Baylor,Big 12,33,1070,96,241,54,128,42,113,67,89,11,66,77,216,54,3,77,84,301
Baylor2,2,Taurean Prince,SR,F,Baylor,Big 12,33,1006,175,409,126,269,49,140,113,146,79,123,202,74,42,25,90,84,512
Baylor3,3,Allerik Freeman,SO,G,Baylor,Big 12,33,993,122,289,73,163,49,126,86,100,23,88,111,57,26,0,43,46,379
Baylor4,4,Ishmail Wainright,JR,G,Baylor,Big 12,33,815,70,165,43,97,27,68,27,37,55,83,138,86,31,19,44,96,194
Baylor5,5,Rico Gathers,SR,F,Baylor,Big 12,31,801,130,252,129,251,1,1,92,145,124,159,283,16,29,25,38,77,353
Baylor6,6,Johnathan Motley,SO,F,Baylor,Big 12,33,684,148,239,148,237,0,2,66,111,74,93,167,30,16,39,49,97,362
Baylor7,7,King McClure,FR,G,Baylor,Big 12,33,435,52,115,23,39,29,76,17,25,8,29,37,21,29,4,14,45,150
Baylor8,8,Jake Lindsey,FR,G,Baylor,Big 12,33,414,30,75,26,58,4,17,14,20,9,40,49,66,15,5,24,53,78
Baylor9,9,T.J. Maston,SO,F,Baylor,Big 12,33,402,75,132,75,132,0,0,51,61,29,54,83,14,16,12,32,53,201
Baylor10,10,Austin Mills,SR,G,Baylor,Big 12,10,34,3,9,1,2,2,7,2,2,0,2,2,7,1,1,3,0,10
Baylor11,11,John Heard,SR,F,Baylor,Big 12,9,22,2,9,1,3,1,6,1,1,1,3,4,0,1,0,0,1,6
Belmont1,1,Craig Bradshaw,SR,G,Belmont,OVC,31,999,170,386,85,159,85,227,82,113,25,101,126,102,40,10,75,80,507
Belmont2,2,Evan Bradds,JR,F,Belmont,OVC,31,952,208,290,205,282,3,8,132,190,67,225,292,66,10,8,76,87,551
Belmont3,3,Taylor Barnette,JR,G,Belmont,OVC,31,906,109,265,37,68,72,197,38,47,5,59,64,65,14,5,17,46,328
Belmont4,4,Austin Luke,SO,G,Belmont,OVC,31,862,58,132,22,39,36,93,31,42,11,73,84,195,17,2,116,56,183
Belmont5,5,Amanze Egekeze,SO,F,Belmont,OVC,30,682,96,174,53,76,43,98,42,54,29,72,101,22,12,12,27,92,277
Belmont6,6,Dylan Windler,FR,G,Belmont,OVC,31,577,48,99,37,53,11,46,30,44,39,104,143,29,20,18,33,66,137
Belmont7,7,Kevin McClain,FR,G,Belmont,OVC,31,331,60,141,42,78,18,63,28,42,9,30,39,24,8,4,40,44,166
Belmont8,8,Nick Smith,JR,F,Belmont,OVC,27,329,54,136,12,15,42,121,18,27,14,33,47,8,5,1,13,43,168
Belmont9,9,Mack Mercer,SO,F,Belmont,OVC,22,253,63,122,54,99,9,23,38,46,26,44,70,9,6,15,14,46,173
Belmont10,10,Burton Sampson,SO,G,Belmont,OVC,14,102,4,6,2,3,2,3,2,4,1,2,3,6,7,0,7,11,12
Belmont11,11,Tyler Hadden,SO,C,Belmont,OVC,23,92,15,31,13,23,2,8,8,14,4,16,20,0,1,2,7,24,40
Belmont12,12,Josh Lester,SO,F,Belmont,OVC,13,33,3,6,2,3,1,3,3,4,1,5,6,0,0,0,2,5,10
Bethune-Cookman1,1,Jordan Potts,JR,G,Bethune-Cookman,MEAC,32,1207,156,448,71,183,85,265,116,149,19,82,101,138,50,3,90,76,513
Bethune-Cookman2,2,Ricky Johnson,SR,G,Bethune-Cookman,MEAC,32,1030,102,295,53,126,49,169,86,110,19,69,88,57,26,0,53,66,339
Bethune-Cookman3,3,Mario Moody,SR,F,Bethune-Cookman,MEAC,32,889,153,313,125,228,28,85,81,116,79,158,237,33,29,76,80,101,415
Bethune-Cookman4,4,LaRon Smith,JR,F,Bethune-Cookman,MEAC,32,814,108,184,108,184,0,0,13,49,91,131,222,19,11,96,37,95,229
Bethune-Cookman5,5,Randy Holmes,JR,F,Bethune-Cookman,MEAC,32,714,70,184,54,125,16,59,42,53,44,82,126,29,23,7,43,89,198
Bethune-Cookman6,6,Diamante Lewis,JR,G,Bethune-Cookman,MEAC,30,628,86,216,59,147,27,69,30,49,42,75,117,44,22,3,37,74,229
Bethune-Cookman7,7,Quinton Forrest,FR,G,Bethune-Cookman,MEAC,30,495,61,116,57,95,4,21,22,44,39,41,80,18,22,5,27,29,148
Bethune-Cookman8,8,Marquel Ingram,FR,G,Bethune-Cookman,MEAC,27,347,25,77,11,30,14,47,16,18,11,34,45,21,8,0,25,35,80
Bethune-Cookman9,9,Josue Salaam,JR,G,Bethune-Cookman,MEAC,27,326,36,95,10,25,26,70,5,9,8,36,44,11,5,0,8,33,103
Bethune-Cookman10,10,Gus Navickas,FR,F,Bethune-Cookman,MEAC,1,13,2,2,2,2,0,0,0,0,0,4,4,1,0,1,2,1,4
Binghamton1,1,Marlon Beck,JR,G,Binghamton,AEC,30,984,92,263,19,59,73,204,38,56,9,72,81,62,34,1,44,66,295
Binghamton2,2,Willie Rodriguez,SO,F,Binghamton,AEC,30,945,156,346,134,262,22,84,118,154,66,134,200,39,32,9,78,84,452
Binghamton3,3,Everson Davis,FR,G,Binghamton,AEC,30,862,95,271,85,212,10,59,81,112,21,104,125,75,25,8,92,85,281
Binghamton4,4,Thomas Bruce,FR,F,Binghamton,AEC,26,715,68,126,68,126,0,0,40,84,46,83,129,22,12,26,38,54,176
Binghamton5,5,Justin McFadden,SO,G,Binghamton,AEC,29,662,34,98,23,55,11,43,43,61,31,78,109,28,22,11,45,70,122
Binghamton6,6,Dusan Perovic,SO,C,Binghamton,AEC,30,482,57,190,29,97,28,93,20,27,10,60,70,23,4,4,26,51,162
Binghamton7,7,Bobby Ahearn,SO,F,Binghamton,AEC,29,472,55,112,55,112,0,0,30,40,31,71,102,17,6,5,30,72,140
Binghamton8,8,Timmy Rose,FR,G,Binghamton,AEC,30,414,36,90,25,49,11,41,14,29,6,36,42,46,13,0,29,34,97
Binghamton9,9,John Rinaldi,JR,G,Binghamton,AEC,26,177,8,12,8,11,0,1,6,9,9,33,42,12,9,0,12,19,22
Binghamton10,10,John Schurman,FR,G,Binghamton,AEC,24,175,16,62,4,9,12,53,0,1,7,15,22,2,3,1,3,11,44
Binghamton11,11,Romello Walker,SO,G,Binghamton,AEC,7,127,11,42,7,21,4,21,8,11,3,19,22,7,1,3,12,11,34
Binghamton12,12,Jordan McRae,SO,F,Binghamton,AEC,6,10,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2
Boise State1,1,Nick Duncan,JR,F,Boise State,MWC,32,1013,118,269,56,92,62,177,72,95,36,99,135,58,30,17,57,103,370
Boise State2,2,Mikey Thompson,SR,G,Boise State,MWC,32,1008,122,263,97,194,25,69,111,135,19,70,89,121,35,0,65,49,380
Boise State3,3,James Webb,JR,F,Boise State,MWC,31,944,177,358,150,249,27,109,108,158,74,209,283,34,44,20,49,94,489
Boise State4,4,Anthony Drmic,SR,G,Boise State,MWC,31,906,134,308,73,128,61,180,85,120,30,106,136,44,28,0,49,93,414
Boise State5,5,Lonnie Jackson,SR,G,Boise State,MWC,32,678,70,171,16,31,54,140,20,27,7,52,59,49,15,1,31,51,214
Boise State6,6,Chandler Hutchison,SO,G,Boise State,MWC,31,615,80,161,77,148,3,13,49,77,51,76,127,41,21,11,31,65,212
Boise State7,7,Montigo Alford,SR,G,Boise State,MWC,29,417,37,102,19,41,18,61,26,36,1,36,37,44,15,4,35,51,118
Boise State8,8,Paris Austin,FR,G,Boise State,MWC,30,368,41,103,35,80,6,23,35,57,4,42,46,35,9,0,22,25,123
Boise State9,9,Zach Haney,FR,F,Boise State,MWC,30,268,39,81,34,67,5,14,9,18,26,35,61,2,8,7,14,39,92
Boise State10,10,Robin Jorch,FR,C,Boise State,MWC,22,154,15,30,15,28,0,2,12,21,13,5,18,0,2,2,9,39,42
Boise State11,11,David Wacker,SO,F,Boise State,MWC,7,80,9,13,9,13,0,0,8,11,8,12,20,2,2,2,5,13,26
Boston College1,1,Eli Carter,SR,G,Boston College,ACC,31,1034,174,469,110,240,64,229,83,106,11,110,121,125,37,7,107,59,495
Boston College2,2,Dennis Clifford,SR,C,Boston College,ACC,31,853,119,241,118,230,1,11,69,112,61,166,227,39,16,34,66,89,308
Boston College3,3,Jerome Robinson,FR,G,Boston College,ACC,23,769,100,233,77,171,23,62,46,71,9,84,93,70,32,7,61,49,269
Boston College4,4,A.J. Turner,FR,F,Boston College,ACC,27,744,54,161,29,65,25,96,24,35,10,88,98,42,25,10,20,39,157
Boston College5,5,Garland Owens,JR,F,Boston College,ACC,32,700,58,131,51,105,7,26,30,46,41,66,107,41,15,9,40,91,153
Boston College6,6,Ervins Meznieks,FR,F,Boston College,ACC,32,608,38,114,13,32,25,82,12,22,17,47,64,31,16,3,23,61,113
Boston College7,7,Matt Milon,FR,G,Boston College,ACC,30,499,55,119,16,40,39,79,14,14,10,31,41,16,8,2,26,32,163
Boston College8,8,Sammy Barnes-Thompkins,FR,G,Boston College,ACC,27,457,53,137,22,58,31,79,12,21,6,37,43,18,16,5,25,58,149
Boston College9,9,Darryl Hicks,SO,G,Boston College,ACC,24,349,27,78,15,37,12,41,3,7,10,16,26,19,11,2,23,27,69
Boston College10,10,Idy Diallo,FR,F,Boston College,ACC,31,302,26,44,26,44,0,0,1,14,14,46,60,5,2,11,22,65,53
Boston College11,11,Johncarlos Reyes,FR,F,Boston College,ACC,7,59,7,12,7,12,0,0,1,4,9,15,24,2,3,3,4,6,15
Boston College12,12,Steve Perpiglia,SR,G,Boston College,ACC,9,25,2,7,1,3,1,4,0,1,1,3,4,2,0,0,3,1,5
Boston College13,13,Gordon Gehan,FR,G,Boston College,ACC,7,14,2,3,2,3,0,0,0,0,2,0,2,0,0,0,0,0,4
Boston College14,14,Aser Ghebremichael,FR,F,Boston College,ACC,2,7,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,2,3
Boston College15,15,Jordan Barros,FR,G,Boston College,ACC,2,7,1,2,0,0,1,2,0,0,0,1,1,0,0,0,0,0,3
Boston University1,1,John Papale,SR,G,Boston University,Patriot,32,1156,125,309,40,94,85,215,30,36,8,79,87,70,21,6,25,44,365
Boston University2,2,Kyle Foreman,FR,G,Boston University,Patriot,29,848,89,208,61,122,28,86,60,80,6,72,78,112,33,3,76,63,266
Boston University3,3,Cheddi Mosely,SO,G,Boston University,Patriot,28,838,117,291,51,93,66,198,76,96,11,76,87,28,26,3,54,55,376
Boston University4,4,Nathan Dieudonne,SR,F,Boston University,Patriot,26,749,99,194,94,176,5,18,64,112,70,135,205,55,24,7,63,89,267
Boston University5,5,Eric Fanning,JR,G,Boston University,Patriot,26,684,122,247,98,178,24,69,129,166,33,105,138,39,13,10,72,68,397
Boston University6,6,Nick Havener,SO,F,Boston University,Patriot,32,672,90,184,88,178,2,6,33,53,53,143,196,42,36,39,48,108,215
Boston University7,7,Blaise Mbargorba,JR,C,Boston University,Patriot,32,443,60,102,60,102,0,0,23,33,29,53,82,6,3,29,26,57,143
Boston University8,8,Eric Johnson,SO,G,Boston University,Patriot,21,343,25,66,10,31,15,35,14,19,3,20,23,41,17,2,18,34,79
Boston University9,9,Dylan Haines,JR,F,Boston University,Patriot,26,297,35,74,24,47,11,27,7,11,16,56,72,13,5,20,26,41,88
Boston University10,10,Justin Alston,SR,F,Boston University,Patriot,8,177,26,56,26,56,0,0,18,28,12,27,39,12,3,3,10,24,70
Boston University11,11,Kamali Chambers,FR,G,Boston University,Patriot,23,128,7,19,3,6,4,13,4,7,1,6,7,8,1,0,4,15,22
Boston University12,12,Will Goff,SO,G,Boston University,Patriot,7,98,9,16,3,4,6,12,1,3,2,9,11,4,0,0,4,4,25
Boston University13,13,Brandon Johnson,FR,G,Boston University,Patriot,12,31,7,14,3,4,4,10,1,1,2,3,5,2,0,0,3,4,19
Boston University14,14,Cedric Hankerson,JR,G,Boston University,Patriot,1,12,2,7,0,2,2,5,4,4,0,3,3,0,1,0,0,3,10
Bowling Green State1,1,Spencer Parker,SR,F,Bowling Green State,MAC,34,986,164,355,131,277,33,78,116,162,51,124,175,58,16,14,80,73,477
Bowling Green State2,2,Zack Denny,JR,G,Bowling Green State,MAC,34,919,131,321,79,179,52,142,47,70,42,163,205,29,41,5,44,59,361
Bowling Green State3,3,Wesley Alcegaire,JR,G,Bowling Green State,MAC,34,906,120,293,68,146,52,147,56,75,31,81,112,21,18,13,40,76,348
Bowling Green State4,4,Ismail Ali,JR,G,Bowling Green State,MAC,34,718,48,124,41,99,7,25,82,117,10,61,71,130,28,9,73,81,185
Bowling Green State5,5,Antwon Lillard,FR,G,Bowling Green State,MAC,34,717,107,209,91,150,16,59,61,97,38,76,114,21,25,9,44,73,291
Bowling Green State6,6,David Joseph,SR,G,Bowling Green State,MAC,34,699,61,158,41,113,20,45,28,43,7,75,82,100,38,6,49,54,170
Bowling Green State7,7,Rasheed Worrell,FR,F,Bowling Green State,MAC,34,681,96,193,92,184,4,9,47,80,54,102,156,16,8,29,27,92,243
Bowling Green State8,8,Demajeo Wiggins,FR,F,Bowling Green State,MAC,32,499,62,110,62,110,0,0,22,58,42,98,140,3,6,17,27,56,146
Bowling Green State9,9,J.D. Tisdale,JR,G,Bowling Green State,MAC,33,340,28,67,27,61,1,6,29,42,20,31,51,14,19,8,28,47,86
Bowling Green State10,10,Matt Fox,SO,G,Bowling Green State,MAC,18,134,14,35,0,1,14,34,2,2,3,6,9,0,3,1,2,9,44
Bowling Green State11,11,Garrett Mayleben,SO,F,Bowling Green State,MAC,16,96,5,16,4,13,1,3,4,7,2,11,13,2,0,1,5,19,15
Bowling Green State12,12,Malik Hluchoweckyj,FR,G,Bowling Green State,MAC,9,45,6,12,5,6,1,6,2,2,3,2,5,3,4,0,2,4,15
Bowling Green State13,13,Josh Gomez,SR,C,Bowling Green State,MAC,8,41,5,10,4,8,1,2,3,5,1,6,7,1,3,1,4,10,14
Bowling Green State14,14,Brandon Busuttil,SR,G,Bowling Green State,MAC,7,19,2,10,1,3,1,7,0,1,1,2,3,0,0,0,0,2,5
Bradley1,1,Dwayne Lautier-Ogunleye,FR,G,Bradley,MVC,32,1035,93,247,65,161,28,86,101,169,7,121,128,94,22,9,108,87,315
Bradley2,2,Ronnie Suggs,FR,G,Bradley,MVC,32,965,91,271,61,156,30,115,61,87,20,109,129,42,20,6,57,82,273
Bradley3,3,Luuk van Bree,FR,F,Bradley,MVC,30,810,90,235,46,110,44,125,29,44,39,100,139,26,17,13,52,113,253
Bradley4,4,Antoine Pittman,FR,G,Bradley,MVC,29,795,81,223,56,135,25,88,50,66,24,42,66,36,22,5,62,80,237
Bradley5,5,Donte Thomas,SO,F,Bradley,MVC,31,771,97,223,79,157,18,66,69,93,49,143,192,24,17,15,68,109,281
Bradley6,6,Callum Barker,FR,F,Bradley,MVC,32,730,59,128,56,104,3,24,42,69,44,99,143,10,12,14,59,104,163
Bradley7,7,Ka'Darryl Bell,SR,G,Bradley,MVC,22,338,27,80,21,50,6,30,16,22,4,17,21,13,15,2,36,49,76
Bradley8,8,Scottie James,FR,F,Bradley,MVC,30,298,31,79,22,44,9,35,25,36,31,48,79,7,3,11,17,41,96
Bradley9,9,Joel Okafor,FR,G,Bradley,MVC,26,280,10,40,10,28,0,12,8,19,5,25,30,29,9,1,32,41,28
Bradley10,10,Davante Cooper,FR,C,Bradley,MVC,26,208,18,42,18,42,0,0,7,11,5,29,34,3,0,7,14,24,43
Bradley11,11,Peter Hanley,FR,F,Bradley,MVC,27,187,9,23,7,16,2,7,2,3,8,24,32,8,4,3,10,12,22
Brigham Young1,1,Kyle Collinsworth,SR,G,Brigham Young,WCC,33,1124,182,398,173,363,9,35,127,194,83,194,277,244,65,20,112,67,500
Brigham Young2,2,Chase Fischer,SR,G,Brigham Young,WCC,33,1113,179,437,81,168,98,269,135,161,12,70,82,66,34,2,47,55,591
